"","sample_id","cluster","M1_layer","MTG_layer_transfer"
"M1_SM-GE94B_S025_E1-50","SM-GE94B_S025_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE94B_S026_E1-50","SM-GE94B_S026_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE94B_S027_E1-50","SM-GE94B_S027_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE94B_S029_E1-50","SM-GE94B_S029_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE94B_S031_E1-50","SM-GE94B_S031_E1-50","Exc L2 LINC00507 GLRA3","L3","L4"
"M1_SM-GE94B_S033_E1-50","SM-GE94B_S033_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S034_E1-50","SM-GE94B_S034_E1-50","Exc L3 LAMP5 CARM1P1","L3","L4"
"M1_SM-GE94B_S035_E1-50","SM-GE94B_S035_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE94B_S036_E1-50","SM-GE94B_S036_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S039_E1-50","SM-GE94B_S039_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE94B_S041_E1-50","SM-GE94B_S041_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S042_E1-50","SM-GE94B_S042_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE94B_S043_E1-50","SM-GE94B_S043_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE94B_S044_E1-50","SM-GE94B_S044_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE94B_S046_E1-50","SM-GE94B_S046_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S047_E1-50","SM-GE94B_S047_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S049_E1-50","SM-GE94B_S049_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S052_E1-50","SM-GE94B_S052_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE94B_S053_E1-50","SM-GE94B_S053_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE94B_S054_E1-50","SM-GE94B_S054_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE94B_S055_E1-50","SM-GE94B_S055_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S058_E1-50","SM-GE94B_S058_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S059_E1-50","SM-GE94B_S059_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S060_E1-50","SM-GE94B_S060_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE94B_S061_E1-50","SM-GE94B_S061_E1-50","Exc L2-3 LINC00507 DSG3","L3","L3"
"M1_SM-GE94B_S063_E1-50","SM-GE94B_S063_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE94B_S066_E1-50","SM-GE94B_S066_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE94B_S067_E1-50","SM-GE94B_S067_E1-50","Exc L5 FEZF2 RNF144A-AS1","L5","L5"
"M1_SM-GE94B_S068_E1-50","SM-GE94B_S068_E1-50","Exc L6 FEZF2 KLK7","L5","L5"
"M1_SM-GE94B_S069_E1-50","SM-GE94B_S069_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE94B_S070_E1-50","SM-GE94B_S070_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE94B_S071_E1-50","SM-GE94B_S071_E1-50","Exc L5 FEZF2 PKD2L1","L5","L5"
"M1_SM-GE94B_S075_E1-50","SM-GE94B_S075_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L5"
"M1_SM-GE94B_S077_E1-50","SM-GE94B_S077_E1-50","Exc L3-5 RORB RPRM","L5","L4"
"M1_SM-GE94B_S078_E1-50","SM-GE94B_S078_E1-50","Exc L5 THEMIS LINC01116","L5","L5"
"M1_SM-GE94B_S083_E1-50","SM-GE94B_S083_E1-50","Exc L3-5 RORB RPRM","L5","L5"
"M1_SM-GE94B_S085_E1-50","SM-GE94B_S085_E1-50","Exc L5 FEZF2 PKD2L1","L5","L5"
"M1_SM-GE94B_S086_E1-50","SM-GE94B_S086_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE94B_S087_E1-50","SM-GE94B_S087_E1-50","Exc L3-5 RORB LINC01202","L5","L5"
"M1_SM-GE94E_S018_E1-50","SM-GE94E_S018_E1-50","Exc L5 THEMIS LINC01116","L5","L6"
"M1_SM-GE94E_S022_E1-50","SM-GE94E_S022_E1-50","Exc L6 FEZF2 KLK7","L5","L5"
"M1_SM-GE94E_S023_E1-50","SM-GE94E_S023_E1-50","Exc L6 THEMIS SNTG2","L5","L6"
"M1_SM-GE94E_S025_E1-50","SM-GE94E_S025_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE94E_S028_E1-50","SM-GE94E_S028_E1-50","Exc L5 THEMIS LINC01116","L5","L5"
"M1_SM-GE94E_S030_E1-50","SM-GE94E_S030_E1-50","Exc L3-5 RORB LNX2","L5","L4"
"M1_SM-GE94E_S121_E1-50","SM-GE94E_S121_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE94E_S123_E1-50","SM-GE94E_S123_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L5"
"M1_SM-GE94E_S125_E1-50","SM-GE94E_S125_E1-50","Exc L5-6 FEZF2 FILIP1L","L5","L6"
"M1_SM-GE94E_S127_E1-50","SM-GE94E_S127_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE95M_S161_E1-50","SM-GE95M_S161_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE95M_S164_E1-50","SM-GE95M_S164_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE95M_S166_E1-50","SM-GE95M_S166_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE95M_S177_E1-50","SM-GE95M_S177_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S178_E1-50","SM-GE95M_S178_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S179_E1-50","SM-GE95M_S179_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S180_E1-50","SM-GE95M_S180_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S181_E1-50","SM-GE95M_S181_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S182_E1-50","SM-GE95M_S182_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE95M_S183_E1-50","SM-GE95M_S183_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE95M_S186_E1-50","SM-GE95M_S186_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE95M_S187_E1-50","SM-GE95M_S187_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE95M_S188_E1-50","SM-GE95M_S188_E1-50","Exc L3-5 RORB LNX2","L3","L5"
"M1_SM-GE95M_S189_E1-50","SM-GE95M_S189_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE95M_S190_E1-50","SM-GE95M_S190_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE95N_S049_E1-50","SM-GE95N_S049_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE95N_S051_E1-50","SM-GE95N_S051_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE95N_S059_E1-50","SM-GE95N_S059_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE95N_S060_E1-50","SM-GE95N_S060_E1-50","Exc L3 LAMP5 CARM1P1","L5","L4"
"M1_SM-GE95N_S061_E1-50","SM-GE95N_S061_E1-50","Exc L3-5 FEZF2 ASGR2","L5","L5"
"M1_SM-GE95N_S062_E1-50","SM-GE95N_S062_E1-50","Exc L3-5 RORB LNX2","L5","L5"
"M1_SM-GE95N_S063_E1-50","SM-GE95N_S063_E1-50","Exc L5-6 THEMIS TNFAIP6","L5","L6"
"M1_SM-GE95N_S065_E1-50","SM-GE95N_S065_E1-50","Exc L3-5 FEZF2 ASGR2","L5","L5"
"M1_SM-GE95N_S066_E1-50","SM-GE95N_S066_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L5","L6"
"M1_SM-GE95N_S068_E1-50","SM-GE95N_S068_E1-50","Exc L5 THEMIS RGPD6","L5","L5"
"M1_SM-GE95N_S073_E1-50","SM-GE95N_S073_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95N_S074_E1-50","SM-GE95N_S074_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE95N_S075_E1-50","SM-GE95N_S075_E1-50","Exc L6 FEZF2 FFAR4","L6","L6"
"M1_SM-GE95N_S076_E1-50","SM-GE95N_S076_E1-50","Exc L6 THEMIS LINC00343","L6","L6"
"M1_SM-GE95N_S077_E1-50","SM-GE95N_S077_E1-50","Exc L6 THEMIS SNTG2","L6","L5"
"M1_SM-GE95N_S078_E1-50","SM-GE95N_S078_E1-50","Exc L5 RORB MED8","L6","L5"
"M1_SM-GE95N_S079_E1-50","SM-GE95N_S079_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE95N_S081_E1-50","SM-GE95N_S081_E1-50","Exc L6 THEMIS SLN","L6","L5"
"M1_SM-GE95N_S082_E1-50","SM-GE95N_S082_E1-50","Exc L5-6 THEMIS TNFAIP6","L6","L5"
"M1_SM-GE95N_S083_E1-50","SM-GE95N_S083_E1-50","Exc L6 FEZF2 KLK7","L6","L6"
"M1_SM-GE95N_S084_E1-50","SM-GE95N_S084_E1-50","Exc L5 RORB MED8","L6","L5"
"M1_SM-GE95N_S085_E1-50","SM-GE95N_S085_E1-50","Exc L6 THEMIS LINC00343","L6","L5"
"M1_SM-GE95N_S086_E1-50","SM-GE95N_S086_E1-50","Exc L6 THEMIS SNTG2","L6","L5"
"M1_SM-GE95N_S087_E1-50","SM-GE95N_S087_E1-50","Exc L6 THEMIS SNTG2","L6","L5"
"M1_SM-GE95N_S089_E1-50","SM-GE95N_S089_E1-50","Exc L6 THEMIS SNTG2","L6","L6"
"M1_SM-GE95N_S090_E1-50","SM-GE95N_S090_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE95N_S093_E1-50","SM-GE95N_S093_E1-50","Exc L5-6 FEZF2 C9orf135-AS1","L6","L6"
"M1_SM-GE8Y4_S073_E1-50","SM-GE8Y4_S073_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S074_E1-50","SM-GE8Y4_S074_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S075_E1-50","SM-GE8Y4_S075_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S076_E1-50","SM-GE8Y4_S076_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S077_E1-50","SM-GE8Y4_S077_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S078_E1-50","SM-GE8Y4_S078_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S079_E1-50","SM-GE8Y4_S079_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S081_E1-50","SM-GE8Y4_S081_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S082_E1-50","SM-GE8Y4_S082_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S083_E1-50","SM-GE8Y4_S083_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y4_S084_E1-50","SM-GE8Y4_S084_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE8Y4_S086_E1-50","SM-GE8Y4_S086_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8Y4_S087_E1-50","SM-GE8Y4_S087_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S003_E1-50","SM-GE8Y5_S003_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S005_E1-50","SM-GE8Y5_S005_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S007_E1-50","SM-GE8Y5_S007_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S017_E1-50","SM-GE8Y5_S017_E1-50","Exc L2 LAMP5 KCNG3","L1","L2"
"M1_SM-GE8Y5_S018_E1-50","SM-GE8Y5_S018_E1-50","Exc L2 LINC00507 GLRA3","L1","L1"
"M1_SM-GE8Y5_S020_E1-50","SM-GE8Y5_S020_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S021_E1-50","SM-GE8Y5_S021_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S028_E1-50","SM-GE8Y5_S028_E1-50","Exc L2 LINC00507 GLRA3","L1","L3"
"M1_SM-GE8Y5_S029_E1-50","SM-GE8Y5_S029_E1-50","Exc L2 LINC00507 GLRA3","L1","L3"
"M1_SM-GE8Y5_S030_E1-50","SM-GE8Y5_S030_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S033_E1-50","SM-GE8Y5_S033_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S034_E1-50","SM-GE8Y5_S034_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S036_E1-50","SM-GE8Y5_S036_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE8Y5_S037_E1-50","SM-GE8Y5_S037_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S038_E1-50","SM-GE8Y5_S038_E1-50","Exc L2 LINC00507 GLRA3","L2","L2"
"M1_SM-GE8Y5_S039_E1-50","SM-GE8Y5_S039_E1-50","Exc L3-5 RORB LINC01202","L2","L4"
"M1_SM-GE8Y5_S041_E1-50","SM-GE8Y5_S041_E1-50","Exc L2-3 RORB RTKN2","L2","L3"
"M1_SM-GE8Y5_S043_E1-50","SM-GE8Y5_S043_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S044_E1-50","SM-GE8Y5_S044_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S045_E1-50","SM-GE8Y5_S045_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S046_E1-50","SM-GE8Y5_S046_E1-50","Exc L2-3 RORB RTKN2","L2","L3"
"M1_SM-GE8Y5_S047_E1-50","SM-GE8Y5_S047_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S049_E1-50","SM-GE8Y5_S049_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S050_E1-50","SM-GE8Y5_S050_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S051_E1-50","SM-GE8Y5_S051_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S052_E1-50","SM-GE8Y5_S052_E1-50","Exc L2 LINC00507 ATP7B","L2","L3"
"M1_SM-GE8Y5_S053_E1-50","SM-GE8Y5_S053_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S054_E1-50","SM-GE8Y5_S054_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S055_E1-50","SM-GE8Y5_S055_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S057_E1-50","SM-GE8Y5_S057_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S058_E1-50","SM-GE8Y5_S058_E1-50","Exc L2-3 RORB PTPN3","L3","L3"
"M1_SM-GE8Y5_S059_E1-50","SM-GE8Y5_S059_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8Y5_S060_E1-50","SM-GE8Y5_S060_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE8Y5_S061_E1-50","SM-GE8Y5_S061_E1-50","Exc L3 THEMIS ENPEP","L3","L3"
"M1_SM-GE8Y5_S062_E1-50","SM-GE8Y5_S062_E1-50","Exc L2-3 RORB CCDC68","L3","L4"
"M1_SM-GE8Y5_S063_E1-50","SM-GE8Y5_S063_E1-50","Exc L3 RORB OTOGL","L3","L3"
"M1_SM-GE8Y5_S065_E1-50","SM-GE8Y5_S065_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8Y5_S066_E1-50","SM-GE8Y5_S066_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8Y5_S067_E1-50","SM-GE8Y5_S067_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S068_E1-50","SM-GE8Y5_S068_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8Y5_S069_E1-50","SM-GE8Y5_S069_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8Y5_S070_E1-50","SM-GE8Y5_S070_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE8Y5_S071_E1-50","SM-GE8Y5_S071_E1-50","Exc L3-5 RORB LAMA4","L3","L4"
"M1_SM-GE8Y5_S073_E1-50","SM-GE8Y5_S073_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S074_E1-50","SM-GE8Y5_S074_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S075_E1-50","SM-GE8Y5_S075_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S076_E1-50","SM-GE8Y5_S076_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S077_E1-50","SM-GE8Y5_S077_E1-50","Exc L5 THEMIS SLC22A18","L3","L5"
"M1_SM-GE8Y5_S078_E1-50","SM-GE8Y5_S078_E1-50","Exc L3 RORB OTOGL","L3","L4"
"M1_SM-GE8Y5_S079_E1-50","SM-GE8Y5_S079_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S082_E1-50","SM-GE8Y5_S082_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S083_E1-50","SM-GE8Y5_S083_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S085_E1-50","SM-GE8Y5_S085_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S086_E1-50","SM-GE8Y5_S086_E1-50","Exc L2 LINC00507 GLRA3","L3","L2"
"M1_SM-GE8Y5_S090_E1-50","SM-GE8Y5_S090_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S095_E1-50","SM-GE8Y5_S095_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S097_E1-50","SM-GE8Y5_S097_E1-50","Exc L2 LINC00507 GLRA3","L1","L1"
"M1_SM-GE8Y5_S098_E1-50","SM-GE8Y5_S098_E1-50","Exc L2 LINC00507 ATP7B","L1","L2"
"M1_SM-GE8Y5_S099_E1-50","SM-GE8Y5_S099_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S100_E1-50","SM-GE8Y5_S100_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S101_E1-50","SM-GE8Y5_S101_E1-50","Exc L2 LAMP5 KCNG3","L1","L2"
"M1_SM-GE8Y5_S106_E1-50","SM-GE8Y5_S106_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S108_E1-50","SM-GE8Y5_S108_E1-50","Exc L2 LAMP5 KCNG3","L1","L2"
"M1_SM-GE8Y5_S111_E1-50","SM-GE8Y5_S111_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S121_E1-50","SM-GE8Y5_S121_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S125_E1-50","SM-GE8Y5_S125_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S127_E1-50","SM-GE8Y5_S127_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y5_S129_E1-50","SM-GE8Y5_S129_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S130_E1-50","SM-GE8Y5_S130_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S131_E1-50","SM-GE8Y5_S131_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S132_E1-50","SM-GE8Y5_S132_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S133_E1-50","SM-GE8Y5_S133_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE8Y5_S134_E1-50","SM-GE8Y5_S134_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S135_E1-50","SM-GE8Y5_S135_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S137_E1-50","SM-GE8Y5_S137_E1-50","Exc L2-3 RORB PTPN3","L2","L3"
"M1_SM-GE8Y5_S138_E1-50","SM-GE8Y5_S138_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S139_E1-50","SM-GE8Y5_S139_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S140_E1-50","SM-GE8Y5_S140_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S141_E1-50","SM-GE8Y5_S141_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S142_E1-50","SM-GE8Y5_S142_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S143_E1-50","SM-GE8Y5_S143_E1-50","Exc L2 LINC00507 GLRA3","L2","L3"
"M1_SM-GE8Y5_S145_E1-50","SM-GE8Y5_S145_E1-50","Exc L3-5 RORB RPRM","L3","L5"
"M1_SM-GE8Y5_S146_E1-50","SM-GE8Y5_S146_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S147_E1-50","SM-GE8Y5_S147_E1-50","Exc L2-3 RORB CCDC68","L3","L3"
"M1_SM-GE8Y5_S148_E1-50","SM-GE8Y5_S148_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8Y5_S149_E1-50","SM-GE8Y5_S149_E1-50","Exc L2-3 RORB PTPN3","L3","L3"
"M1_SM-GE8Y5_S151_E1-50","SM-GE8Y5_S151_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S153_E1-50","SM-GE8Y5_S153_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S154_E1-50","SM-GE8Y5_S154_E1-50","Exc L3 THEMIS ENPEP","L3","L4"
"M1_SM-GE8Y5_S155_E1-50","SM-GE8Y5_S155_E1-50","Exc L2-3 RORB PTPN3","L3","L4"
"M1_SM-GE8Y5_S156_E1-50","SM-GE8Y5_S156_E1-50","Exc L3-5 RORB RPRM","L3","L5"
"M1_SM-GE8Y5_S157_E1-50","SM-GE8Y5_S157_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S158_E1-50","SM-GE8Y5_S158_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S159_E1-50","SM-GE8Y5_S159_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S161_E1-50","SM-GE8Y5_S161_E1-50","Exc L3-5 FEZF2 ASGR2","L3","L5"
"M1_SM-GE8Y5_S162_E1-50","SM-GE8Y5_S162_E1-50","Exc L2-3 RORB PTPN3","L3","L3"
"M1_SM-GE8Y5_S163_E1-50","SM-GE8Y5_S163_E1-50","Exc L3-5 RORB LNX2","L3","L4"
"M1_SM-GE8Y5_S164_E1-50","SM-GE8Y5_S164_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S165_E1-50","SM-GE8Y5_S165_E1-50","Exc L3-5 RORB LINC01202","L3","L4"
"M1_SM-GE8Y5_S166_E1-50","SM-GE8Y5_S166_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S167_E1-50","SM-GE8Y5_S167_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S169_E1-50","SM-GE8Y5_S169_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S170_E1-50","SM-GE8Y5_S170_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8Y5_S174_E1-50","SM-GE8Y5_S174_E1-50","Exc L3 LAMP5 CARM1P1","L3","L3"
"M1_SM-GE8Y5_S178_E1-50","SM-GE8Y5_S178_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S179_E1-50","SM-GE8Y5_S179_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S181_E1-50","SM-GE8Y5_S181_E1-50","Exc L2-3 RORB RTKN2","L3","L3"
"M1_SM-GE8Y5_S185_E1-50","SM-GE8Y5_S185_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S189_E1-50","SM-GE8Y5_S189_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y5_S190_E1-50","SM-GE8Y5_S190_E1-50","Exc L2 LINC00507 GLRA3","L3","L3"
"M1_SM-GE8Y6_S002_E1-50","SM-GE8Y6_S002_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y6_S003_E1-50","SM-GE8Y6_S003_E1-50","Exc L2 LINC00507 GLRA3","L1","L3"
"M1_SM-GE8Y6_S005_E1-50","SM-GE8Y6_S005_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y6_S007_E1-50","SM-GE8Y6_S007_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y6_S009_E1-50","SM-GE8Y6_S009_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
"M1_SM-GE8Y6_S011_E1-50","SM-GE8Y6_S011_E1-50","Exc L2 LINC00507 GLRA3","L1","L2"
